,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
892,b'no checking',15.0,b'critical/other existing credit',b'radio/tv',1829.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',46.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
893,b'<0',12.0,b'critical/other existing credit',b'new car',2171.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'life insurance',38.0,b'bank',b'own',2.0,b'unskilled resident',1.0,b'none',b'no',b'good'
894,b'0<=X<200',36.0,b'critical/other existing credit',b'used car',5800.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',4.0,b'car',34.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
895,b'no checking',18.0,b'critical/other existing credit',b'radio/tv',1169.0,b'no known savings',b'1<=X<4',4.0,b'male single',b'none',3.0,b'life insurance',29.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
896,b'no checking',36.0,b'delayed previously',b'used car',8947.0,b'no known savings',b'4<=X<7',3.0,b'male single',b'none',2.0,b'car',31.0,b'stores',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
897,b'<0',21.0,b'existing paid',b'radio/tv',2606.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',28.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
898,b'no checking',12.0,b'critical/other existing credit',b'furniture/equipment',1592.0,b'>=1000',b'4<=X<7',3.0,b'female div/dep/mar',b'none',2.0,b'life insurance',35.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'no',b'good'
899,b'no checking',15.0,b'existing paid',b'furniture/equipment',2186.0,b'no known savings',b'4<=X<7',1.0,b'female div/dep/mar',b'none',4.0,b'real estate',33.0,b'bank',b'rent',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
900,b'<0',18.0,b'existing paid',b'furniture/equipment',4153.0,b'<100',b'1<=X<4',2.0,b'male single',b'co applicant',3.0,b'car',42.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
901,b'<0',16.0,b'critical/other existing credit',b'new car',2625.0,b'<100',b'>=7',2.0,b'male single',b'guarantor',4.0,b'life insurance',43.0,b'bank',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
902,b'no checking',20.0,b'critical/other existing credit',b'new car',3485.0,b'no known savings',b'<1',2.0,b'male div/sep',b'none',4.0,b'real estate',44.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'good'
903,b'no checking',36.0,b'critical/other existing credit',b'used car',10477.0,b'no known savings',b'>=7',2.0,b'male single',b'none',4.0,b'no known property',42.0,b'none',b'for free',2.0,b'skilled',1.0,b'none',b'yes',b'good'
904,b'no checking',15.0,b'existing paid',b'radio/tv',1386.0,b'no known savings',b'1<=X<4',4.0,b'male mar/wid',b'none',2.0,b'real estate',40.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
905,b'no checking',24.0,b'existing paid',b'radio/tv',1278.0,b'<100',b'>=7',4.0,b'male single',b'none',1.0,b'real estate',36.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
906,b'<0',12.0,b'existing paid',b'radio/tv',1107.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'real estate',20.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
907,b'<0',21.0,b'existing paid',b'new car',3763.0,b'no known savings',b'4<=X<7',2.0,b'male single',b'co applicant',2.0,b'real estate',24.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
908,b'0<=X<200',36.0,b'existing paid',b'education',3711.0,b'no known savings',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'car',27.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
909,b'no checking',15.0,b'delayed previously',b'used car',3594.0,b'<100',b'<1',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',46.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
910,b'0<=X<200',9.0,b'existing paid',b'new car',3195.0,b'no known savings',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'real estate',33.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
911,b'no checking',36.0,b'delayed previously',b'radio/tv',4454.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',4.0,b'real estate',34.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
912,b'0<=X<200',24.0,b'critical/other existing credit',b'furniture/equipment',4736.0,b'<100',b'<1',2.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'bank',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
913,b'0<=X<200',30.0,b'existing paid',b'radio/tv',2991.0,b'no known savings',b'>=7',2.0,b'female div/dep/mar',b'none',4.0,b'car',25.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
914,b'no checking',11.0,b'existing paid',b'business',2142.0,b'>=1000',b'>=7',1.0,b'male div/sep',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
915,b'<0',24.0,b'all paid',b'business',3161.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',31.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
916,b'0<=X<200',48.0,b'no credits/all paid',b'other',18424.0,b'<100',b'1<=X<4',1.0,b'female div/dep/mar',b'none',2.0,b'life insurance',32.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'no',b'bad'
917,b'no checking',10.0,b'existing paid',b'used car',2848.0,b'100<=X<500',b'1<=X<4',1.0,b'male single',b'co applicant',2.0,b'real estate',32.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'good'
918,b'<0',6.0,b'existing paid',b'new car',14896.0,b'<100',b'>=7',1.0,b'male single',b'none',4.0,b'no known property',68.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
919,b'<0',24.0,b'existing paid',b'furniture/equipment',2359.0,b'100<=X<500',b'unemployed',1.0,b'male div/sep',b'none',1.0,b'life insurance',33.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
920,b'<0',24.0,b'existing paid',b'furniture/equipment',3345.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',39.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
921,b'no checking',18.0,b'critical/other existing credit',b'furniture/equipment',1817.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'no known property',28.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
922,b'no checking',48.0,b'delayed previously',b'radio/tv',12749.0,b'500<=X<1000',b'4<=X<7',4.0,b'male single',b'none',1.0,b'car',37.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
923,b'<0',9.0,b'existing paid',b'radio/tv',1366.0,b'<100',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'life insurance',22.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
924,b'0<=X<200',12.0,b'existing paid',b'new car',2002.0,b'<100',b'4<=X<7',3.0,b'male single',b'none',4.0,b'life insurance',30.0,b'none',b'rent',1.0,b'skilled',2.0,b'yes',b'yes',b'good'
925,b'<0',24.0,b'all paid',b'furniture/equipment',6872.0,b'<100',b'<1',2.0,b'male div/sep',b'none',1.0,b'life insurance',55.0,b'bank',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
926,b'<0',12.0,b'all paid',b'new car',697.0,b'<100',b'<1',4.0,b'male single',b'none',2.0,b'car',46.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
927,b'<0',18.0,b'critical/other existing credit',b'furniture/equipment',1049.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',21.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
928,b'<0',48.0,b'existing paid',b'used car',10297.0,b'<100',b'4<=X<7',4.0,b'male single',b'none',4.0,b'no known property',39.0,b'stores',b'for free',3.0,b'skilled',2.0,b'yes',b'yes',b'bad'
929,b'no checking',30.0,b'existing paid',b'radio/tv',1867.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'car',58.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
930,b'<0',12.0,b'delayed previously',b'new car',1344.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',2.0,b'real estate',43.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
931,b'<0',24.0,b'existing paid',b'furniture/equipment',1747.0,b'<100',b'<1',4.0,b'male single',b'co applicant',1.0,b'life insurance',24.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'no',b'good'
932,b'0<=X<200',9.0,b'existing paid',b'radio/tv',1670.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'none',2.0,b'car',22.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'bad'
933,b'no checking',9.0,b'critical/other existing credit',b'new car',1224.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',1.0,b'real estate',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
934,b'no checking',12.0,b'critical/other existing credit',b'radio/tv',522.0,b'500<=X<1000',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',42.0,b'none',b'own',2.0,b'skilled',2.0,b'yes',b'yes',b'good'
935,b'<0',12.0,b'existing paid',b'radio/tv',1498.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'car',23.0,b'bank',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
936,b'0<=X<200',30.0,b'delayed previously',b'radio/tv',1919.0,b'100<=X<500',b'<1',4.0,b'male single',b'none',3.0,b'no known property',30.0,b'stores',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'none',b'yes',b'bad'
937,b'>=200',9.0,b'existing paid',b'radio/tv',745.0,b'<100',b'1<=X<4',3.0,b'female div/dep/mar',b'none',2.0,b'real estate',28.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
938,b'0<=X<200',6.0,b'existing paid',b'radio/tv',2063.0,b'<100',b'<1',4.0,b'male mar/wid',b'none',3.0,b'car',30.0,b'none',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
939,b'0<=X<200',60.0,b'existing paid',b'education',6288.0,b'<100',b'1<=X<4',4.0,b'male single',b'none',4.0,b'no known property',42.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
940,b'no checking',24.0,b'critical/other existing credit',b'used car',6842.0,b'no known savings',b'1<=X<4',2.0,b'male single',b'none',4.0,b'life insurance',46.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
941,b'no checking',12.0,b'existing paid',b'new car',3527.0,b'no known savings',b'<1',2.0,b'male single',b'none',3.0,b'life insurance',45.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',2.0,b'yes',b'yes',b'good'
942,b'no checking',10.0,b'existing paid',b'new car',1546.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'real estate',31.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'no',b'good'
943,b'no checking',24.0,b'existing paid',b'furniture/equipment',929.0,b'no known savings',b'4<=X<7',4.0,b'male single',b'none',2.0,b'car',31.0,b'stores',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
944,b'no checking',4.0,b'critical/other existing credit',b'new car',1455.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'real estate',42.0,b'none',b'own',3.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
945,b'<0',15.0,b'existing paid',b'furniture/equipment',1845.0,b'<100',b'<1',4.0,b'female div/dep/mar',b'guarantor',1.0,b'life insurance',46.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'good'
946,b'0<=X<200',48.0,b'no credits/all paid',b'new car',8358.0,b'500<=X<1000',b'<1',1.0,b'female div/dep/mar',b'none',1.0,b'car',30.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
947,b'<0',24.0,b'all paid',b'furniture/equipment',3349.0,b'500<=X<1000',b'<1',4.0,b'male single',b'none',4.0,b'no known property',30.0,b'none',b'for free',1.0,b'skilled',2.0,b'yes',b'yes',b'bad'
948,b'no checking',12.0,b'existing paid',b'new car',2859.0,b'no known savings',b'unemployed',4.0,b'male single',b'none',4.0,b'no known property',38.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
949,b'no checking',18.0,b'existing paid',b'furniture/equipment',1533.0,b'<100',b'<1',4.0,b'male mar/wid',b'co applicant',1.0,b'life insurance',43.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
950,b'no checking',24.0,b'existing paid',b'radio/tv',3621.0,b'100<=X<500',b'>=7',2.0,b'male single',b'none',4.0,b'car',31.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'bad'
951,b'0<=X<200',18.0,b'critical/other existing credit',b'business',3590.0,b'<100',b'unemployed',3.0,b'male mar/wid',b'none',3.0,b'car',40.0,b'none',b'own',3.0,b'unemp/unskilled non res',2.0,b'yes',b'yes',b'good'
952,b'<0',36.0,b'delayed previously',b'business',2145.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',1.0,b'car',24.0,b'none',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
953,b'0<=X<200',24.0,b'existing paid',b'used car',4113.0,b'500<=X<1000',b'<1',3.0,b'female div/dep/mar',b'none',4.0,b'car',28.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
954,b'no checking',36.0,b'existing paid',b'furniture/equipment',10974.0,b'<100',b'unemployed',4.0,b'female div/dep/mar',b'none',2.0,b'car',26.0,b'none',b'own',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
955,b'<0',12.0,b'existing paid',b'new car',1893.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'guarantor',4.0,b'life insurance',29.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
956,b'<0',24.0,b'critical/other existing credit',b'radio/tv',1231.0,b'>=1000',b'>=7',4.0,b'female div/dep/mar',b'none',4.0,b'life insurance',57.0,b'none',b'rent',2.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
957,b'>=200',30.0,b'critical/other existing credit',b'radio/tv',3656.0,b'no known savings',b'>=7',4.0,b'male single',b'none',4.0,b'life insurance',49.0,b'stores',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
958,b'0<=X<200',9.0,b'critical/other existing credit',b'radio/tv',1154.0,b'<100',b'>=7',2.0,b'male single',b'none',4.0,b'real estate',37.0,b'none',b'own',3.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
959,b'<0',28.0,b'existing paid',b'new car',4006.0,b'<100',b'1<=X<4',3.0,b'male single',b'none',2.0,b'car',45.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
960,b'0<=X<200',24.0,b'existing paid',b'furniture/equipment',3069.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',4.0,b'no known property',30.0,b'none',b'for free',1.0,b'skilled',1.0,b'none',b'yes',b'good'
961,b'no checking',6.0,b'critical/other existing credit',b'radio/tv',1740.0,b'<100',b'>=7',2.0,b'male mar/wid',b'none',2.0,b'real estate',30.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
962,b'0<=X<200',21.0,b'delayed previously',b'new car',2353.0,b'<100',b'1<=X<4',1.0,b'male div/sep',b'none',4.0,b'life insurance',47.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
963,b'no checking',15.0,b'existing paid',b'new car',3556.0,b'no known savings',b'1<=X<4',3.0,b'male single',b'none',2.0,b'no known property',29.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
964,b'no checking',24.0,b'existing paid',b'radio/tv',2397.0,b'500<=X<1000',b'>=7',3.0,b'male single',b'none',2.0,b'car',35.0,b'bank',b'own',2.0,b'skilled',1.0,b'yes',b'yes',b'bad'
965,b'0<=X<200',6.0,b'existing paid',b'repairs',454.0,b'<100',b'<1',3.0,b'male mar/wid',b'none',1.0,b'life insurance',22.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
966,b'0<=X<200',30.0,b'existing paid',b'radio/tv',1715.0,b'no known savings',b'1<=X<4',4.0,b'female div/dep/mar',b'none',1.0,b'car',26.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
967,b'0<=X<200',27.0,b'critical/other existing credit',b'radio/tv',2520.0,b'500<=X<1000',b'1<=X<4',4.0,b'male single',b'none',2.0,b'life insurance',23.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'bad'
968,b'no checking',15.0,b'existing paid',b'radio/tv',3568.0,b'<100',b'>=7',4.0,b'female div/dep/mar',b'none',2.0,b'car',54.0,b'bank',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
969,b'no checking',42.0,b'existing paid',b'radio/tv',7166.0,b'no known savings',b'4<=X<7',2.0,b'male mar/wid',b'none',4.0,b'life insurance',29.0,b'none',b'rent',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
970,b'<0',11.0,b'critical/other existing credit',b'new car',3939.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',2.0,b'real estate',40.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
971,b'0<=X<200',15.0,b'existing paid',b'repairs',1514.0,b'100<=X<500',b'1<=X<4',4.0,b'male single',b'guarantor',2.0,b'real estate',22.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
972,b'no checking',24.0,b'existing paid',b'new car',7393.0,b'<100',b'1<=X<4',1.0,b'male single',b'none',4.0,b'life insurance',43.0,b'none',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
973,b'<0',24.0,b'all paid',b'new car',1193.0,b'<100',b'unemployed',1.0,b'female div/dep/mar',b'co applicant',4.0,b'no known property',29.0,b'none',b'rent',2.0,b'unemp/unskilled non res',1.0,b'none',b'yes',b'bad'
974,b'<0',60.0,b'existing paid',b'business',7297.0,b'<100',b'>=7',4.0,b'male single',b'co applicant',4.0,b'no known property',36.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
975,b'no checking',30.0,b'critical/other existing credit',b'radio/tv',2831.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',2.0,b'car',33.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
976,b'>=200',24.0,b'existing paid',b'radio/tv',1258.0,b'500<=X<1000',b'1<=X<4',3.0,b'female div/dep/mar',b'none',3.0,b'car',57.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
977,b'0<=X<200',6.0,b'existing paid',b'radio/tv',753.0,b'<100',b'1<=X<4',2.0,b'female div/dep/mar',b'guarantor',3.0,b'real estate',64.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
978,b'0<=X<200',18.0,b'delayed previously',b'business',2427.0,b'no known savings',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',42.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
979,b'no checking',24.0,b'delayed previously',b'new car',2538.0,b'<100',b'>=7',4.0,b'male single',b'none',4.0,b'car',47.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'bad'
980,b'0<=X<200',15.0,b'all paid',b'new car',1264.0,b'100<=X<500',b'1<=X<4',2.0,b'male mar/wid',b'none',2.0,b'life insurance',25.0,b'none',b'rent',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
981,b'0<=X<200',30.0,b'critical/other existing credit',b'furniture/equipment',8386.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',49.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'bad'
982,b'no checking',48.0,b'existing paid',b'business',4844.0,b'<100',b'unemployed',3.0,b'male single',b'none',2.0,b'car',33.0,b'bank',b'rent',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'bad'
983,b'>=200',21.0,b'existing paid',b'new car',2923.0,b'100<=X<500',b'1<=X<4',1.0,b'female div/dep/mar',b'none',1.0,b'car',28.0,b'bank',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
984,b'<0',36.0,b'existing paid',b'used car',8229.0,b'<100',b'1<=X<4',2.0,b'male single',b'none',2.0,b'life insurance',26.0,b'none',b'own',1.0,b'skilled',2.0,b'none',b'yes',b'bad'
985,b'no checking',24.0,b'critical/other existing credit',b'furniture/equipment',2028.0,b'<100',b'4<=X<7',2.0,b'male single',b'none',2.0,b'life insurance',30.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
986,b'<0',15.0,b'critical/other existing credit',b'furniture/equipment',1433.0,b'<100',b'1<=X<4',4.0,b'female div/dep/mar',b'none',3.0,b'life insurance',25.0,b'none',b'rent',2.0,b'skilled',1.0,b'none',b'yes',b'good'
987,b'>=200',42.0,b'no credits/all paid',b'business',6289.0,b'<100',b'<1',2.0,b'male div/sep',b'none',1.0,b'life insurance',33.0,b'none',b'own',2.0,b'skilled',1.0,b'none',b'yes',b'good'
988,b'no checking',13.0,b'existing paid',b'radio/tv',1409.0,b'100<=X<500',b'unemployed',2.0,b'female div/dep/mar',b'none',4.0,b'real estate',64.0,b'none',b'own',1.0,b'skilled',1.0,b'none',b'yes',b'good'
989,b'<0',24.0,b'existing paid',b'used car',6579.0,b'<100',b'unemployed',4.0,b'male single',b'none',2.0,b'no known property',29.0,b'none',b'for free',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
990,b'0<=X<200',24.0,b'critical/other existing credit',b'radio/tv',1743.0,b'<100',b'>=7',4.0,b'male single',b'none',2.0,b'life insurance',48.0,b'none',b'own',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
991,b'no checking',12.0,b'critical/other existing credit',b'education',3565.0,b'no known savings',b'<1',2.0,b'male single',b'none',1.0,b'life insurance',37.0,b'none',b'own',2.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
992,b'no checking',15.0,b'all paid',b'radio/tv',1569.0,b'100<=X<500',b'>=7',4.0,b'male single',b'none',4.0,b'car',34.0,b'bank',b'own',1.0,b'unskilled resident',2.0,b'none',b'yes',b'good'
993,b'<0',18.0,b'existing paid',b'radio/tv',1936.0,b'no known savings',b'4<=X<7',2.0,b'male mar/wid',b'none',4.0,b'car',23.0,b'none',b'rent',2.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
994,b'<0',36.0,b'existing paid',b'furniture/equipment',3959.0,b'<100',b'unemployed',4.0,b'male single',b'none',3.0,b'life insurance',30.0,b'none',b'own',1.0,b'high qualif/self emp/mgmt',1.0,b'yes',b'yes',b'good'
995,b'no checking',12.0,b'existing paid',b'new car',2390.0,b'no known savings',b'>=7',4.0,b'male single',b'none',3.0,b'car',50.0,b'none',b'own',1.0,b'skilled',1.0,b'yes',b'yes',b'good'
996,b'no checking',12.0,b'existing paid',b'furniture/equipment',1736.0,b'<100',b'4<=X<7',3.0,b'female div/dep/mar',b'none',4.0,b'real estate',31.0,b'none',b'own',1.0,b'unskilled resident',1.0,b'none',b'yes',b'good'
